,ticker,year,number
145,FBNC,2020,53
146,KO,2007,53
147,KO,2008,53
148,KO,2009,53
149,KO,2012,53
150,KO,2013,53
151,KO,2014,53
152,KO,2015,53
153,KO,2018,53
154,KO,2019,53
155,KO,2020,53
156,CDN,2005,43
157,CDN,2006,0
158,CDN,2007,0
159,CDN,2008,0
160,CDN,2009,0
161,CDN,2010,0
162,CDN,2011,0
163,CDN,2012,0
164,CDN,2013,0
165,CDN,2014,0
166,CDN,2015,0
167,CDN,2016,0
168,CDN,2017,0
169,CDN,2018,0
170,CDN,2019,0
171,CDN,2020,0
172,CDN,2021,0
173,CDN,2022,0
174,CDN,2023,0
175,CDNS,2005,9
176,CDNS,2007,53
177,CDNS,2008,53
178,CDNS,2009,53
179,CDNS,2012,53
180,CDNS,2013,53
181,CDNS,2014,53
182,CDNS,2015,53
183,CDNS,2018,53
184,CDNS,2019,53
185,CDNS,2020,53
186,FIC,2007,53
187,FIC,2008,53
188,FIC,2009,34
189,FIC,2010,0
190,FIC,2011,0
191,FIC,2012,0
192,FIC,2013,0
193,FIC,2014,0
194,FIC,2015,0
195,FIC,2016,0
196,FIC,2017,0
197,FIC,2018,0
198,FIC,2019,0
199,FIC,2020,0
200,FIC,2021,0
201,FIC,2022,0
202,FIC,2023,0
203,FICO,2005,0
204,FICO,2006,0
205,FICO,2007,0
206,FICO,2008,0
207,FICO,2009,20
208,FICO,2012,53
209,FICO,2013,53
210,FICO,2014,53
211,FICO,2015,53
212,FICO,2018,53
213,FICO,2019,53
214,FICO,2020,53
215,FAST,2007,53
216,FAST,2008,53
217,FAST,2009,53
218,FAST,2012,53
219,FAST,2013,53
220,FAST,2014,53
221,FAST,2015,53
222,FAST,2018,53
223,FAST,2019,53
224,FAST,2020,53
225,IMKTA,2007,53
226,IMKTA,2008,53
227,IMKTA,2009,53
228,IMKTA,2012,53
229,IMKTA,2013,53
230,IMKTA,2014,53
231,IMKTA,2015,53
232,IMKTA,2018,53
233,IMKTA,2019,53
234,IMKTA,2020,53
235,XOM,2007,53
236,XOM,2008,53
237,XOM,2009,53
238,XOM,2012,53
239,XOM,2013,53
240,XOM,2014,53
241,XOM,2015,53
242,XOM,2018,53
243,XOM,2019,53
244,XOM,2020,53
245,WMI,2007,53
246,WMI,2008,53
247,WMI,2009,32
248,WMI,2010,0
249,WMI,2011,0
250,WMI,2012,0
251,WMI,2013,0
252,WMI,2014,0
253,WMI,2015,0
254,WMI,2016,0
255,WMI,2017,0
256,WMI,2018,0
257,WMI,2019,0
258,WMI,2020,0
259,WMI,2021,0
260,WMI,2022,0
261,WMI,2023,0
262,WM,2007,53
263,WM,2008,39
264,WM,2009,22
265,WM,2012,53
266,WM,2013,53
267,WM,2014,53
268,WM,2015,53
269,WM,2018,53
270,WM,2019,53
271,WM,2020,53
272,GD,2007,53
273,GD,2008,53
274,GD,2009,53
275,GD,2012,53
276,GD,2013,53
277,GD,2014,53
278,GD,2015,53
279,GD,2018,53
280,GD,2019,53
281,GD,2020,53
282,LNN,2007,53
283,LNN,2008,53
284,LNN,2009,53
285,LNN,2012,53
286,LNN,2013,53
287,LNN,2014,53
288,LNN,2015,53
289,LNN,2018,53
290,LNN,2019,53
291,LNN,2020,53
292,CHTR,2007,53
293,CHTR,2008,53
294,CHTR,2009,15
295,CHTR,2010,16
296,CHTR,2012,53
297,CHTR,2013,53
298,CHTR,2014,53
299,CHTR,2015,53
300,CHTR,2016,53
301,CHTR,2018,53
302,CHTR,2019,53
303,CHTR,2020,53
304,SMFG,2005,0
305,SMFG,2006,0
306,SMFG,2007,0
307,SMFG,2008,0
308,SMFG,2009,0
309,SMFG,2010,9
310,SMFG,2012,53
311,SMFG,2013,53
312,SMFG,2014,53
313,SMFG,2015,53
314,SMFG,2018,53
315,SMFG,2019,53
316,SMFG,2020,53
317,IR,2007,53
318,IR,2008,53
319,IR,2009,54
320,IR,2012,53
321,IR,2013,53
322,IR,2014,53
323,IR,2015,53
324,IR,2018,53
325,IR,2019,53
326,IR,2020,53
327,TT,2005,3
328,TT,2006,0
329,TT,2007,6
330,TT,2008,23
331,TT,2009,0
332,TT,2010,0
333,TT,2011,0
334,TT,2012,0
335,TT,2013,0
336,TT,2014,0
337,TT,2015,0
338,TT,2016,0
339,TT,2017,0
340,TT,2018,0
341,TT,2019,0
342,TT,2020,44
343,AG,2007,53
344,AG,2008,53
345,AG,2009,18
346,AG,2010,3
347,AG,2012,53
348,AG,2013,53
349,AG,2014,53
350,AG,2015,53
351,AG,2018,53
352,AG,2019,53
353,AG,2020,53
354,IBM,2007,53
355,IBM,2008,53
356,IBM,2009,53
357,IBM,2012,53
358,IBM,2013,53
359,IBM,2014,53
360,IBM,2015,53
361,IBM,2018,53
362,IBM,2019,53
363,IBM,2020,53
364,ITT,2007,53
365,ITT,2008,53
366,ITT,2009,53
367,ITT,2012,53
368,ITT,2013,53
369,ITT,2014,53
370,ITT,2015,53
371,ITT,2016,53
372,ITT,2018,53
373,ITT,2019,53
374,ITT,2020,53
375,HCA,2006,47
376,HCA,2007,0
377,HCA,2008,0
378,HCA,2009,0
379,HCA,2010,0
380,HCA,2011,43
381,HCA,2012,53
382,HCA,2013,53
383,HCA,2014,53
384,HCA,2015,53
385,HCA,2018,53
386,HCA,2019,53
387,HCA,2020,53
388,PEP,2007,53
389,PEP,2008,53
390,PEP,2009,53
391,PEP,2012,53
392,PEP,2013,53
393,PEP,2014,53
394,PEP,2015,53
395,PEP,2018,53
396,PEP,2019,53
397,PEP,2020,53
398,MO,2007,53
399,MO,2008,53
400,MO,2009,53
401,MO,2012,53
402,MO,2013,53
403,MO,2014,53
404,MO,2015,53
405,MO,2018,53
406,MO,2019,53
407,MO,2020,53
408,COP,2007,53
409,COP,2008,53
410,COP,2009,53
411,COP,2012,53
412,COP,2013,53
413,COP,2014,53
414,COP,2015,53
415,COP,2018,53
416,COP,2019,53
417,COP,2020,53
418,AMGN,2007,53
419,AMGN,2008,53
420,AMGN,2009,53
421,AMGN,2012,53
422,AMGN,2013,53
423,AMGN,2014,53
424,AMGN,2015,53
425,AMGN,2018,53
426,AMGN,2019,53
427,AMGN,2020,53
428,XPRO,2005,0
429,XPRO,2006,0
430,XPRO,2007,0
431,XPRO,2008,0
432,XPRO,2009,0
433,XPRO,2010,0
434,XPRO,2011,0
435,XPRO,2012,0
436,XPRO,2013,0
437,XPRO,2014,0
438,XPRO,2015,0
439,XPRO,2016,0
440,XPRO,2017,0
441,XPRO,2018,0
442,XPRO,2019,0
443,XPRO,2020,0
444,XPRO,2021,13
445,MGNX,2005,0
446,MGNX,2006,0
447,MGNX,2007,0
448,MGNX,2008,0
449,MGNX,2009,0
450,MGNX,2010,0
451,MGNX,2011,0
452,MGNX,2012,0
453,MGNX,2013,13
454,MGNX,2014,53
455,MGNX,2015,53
456,MGNX,2018,53
457,MGNX,2019,53
458,MGNX,2020,53
459,SLB,2007,53
460,SLB,2008,53
461,SLB,2009,53
462,SLB,2012,53
463,SLB,2013,53
464,SLB,2014,53
465,SLB,2015,53
466,SLB,2018,53
467,SLB,2019,53
468,SLB,2020,53
469,SNSTA,2007,53
470,SNSTA,2008,53
471,SNSTA,2009,53
472,SNSTA,2012,5
473,SNSTA,2013,0
474,SNSTA,2014,0
475,SNSTA,2015,0
476,SNSTA,2016,0
477,SNSTA,2017,0
478,SNSTA,2018,0
479,SNSTA,2019,0
480,SNSTA,2020,0
481,SNSTA,2021,0
482,SNSTA,2022,0
483,SNSTA,2023,0
484,CVX,2005,53
485,CVX,2007,53
486,CVX,2008,53
487,CVX,2009,53
488,CVX,2012,53
489,CVX,2013,53
490,CVX,2014,53
491,CVX,2015,53
492,CVX,2018,53
493,CVX,2019,53
494,CVX,2020,53
495,GOOG,2007,53
496,GOOG,2008,53
497,GOOG,2009,53
498,GOOG,2012,53
499,GOOG,2013,53
500,GOOG,2014,53
501,GOOG,2015,53
502,GOOG,2018,53
503,GOOG,2019,53
504,GOOG,2020,53
505,AAPL,2007,54
506,AAPL,2008,53
507,AAPL,2009,53
508,AAPL,2012,53
509,AAPL,2013,53
510,AAPL,2014,53
511,AAPL,2015,53
512,AAPL,2018,53
513,AAPL,2019,53
514,AAPL,2020,53
515,AMAT,2007,53
516,AMAT,2008,53
517,AMAT,2009,53
518,AMAT,2012,53
519,AMAT,2013,53
520,AMAT,2014,53
521,AMAT,2015,53
522,AMAT,2018,53
523,AMAT,2019,53
524,AMAT,2020,53
525,VMC,2007,53
526,VMC,2008,53
527,VMC,2009,53
528,VMC,2012,53
529,VMC,2013,53
530,VMC,2014,53
531,VMC,2015,53
532,VMC,2018,53
533,VMC,2019,53
534,VMC,2020,53
535,PYPL,2005,0
536,PYPL,2006,0
537,PYPL,2007,0
538,PYPL,2008,0
539,PYPL,2009,0
540,PYPL,2010,0
541,PYPL,2011,0
542,PYPL,2012,0
543,PYPL,2013,0
544,PYPL,2014,0
545,PYPL,2015,24
546,PYPL,2018,53
547,PYPL,2019,53
548,PYPL,2020,53
549,TXN,2007,53
550,TXN,2008,53
551,TXN,2009,53
552,TXN,2012,53
553,TXN,2013,53
554,TXN,2014,53
555,TXN,2015,53
556,TXN,2018,53
557,TXN,2019,53
558,TXN,2020,53
559,G,2005,40
560,G,2006,0
561,G,2007,0
562,G,2008,0
563,G,2009,0
564,G,2010,0
565,G,2011,0
566,G,2012,0
567,G,2013,0
568,G,2014,0
569,G,2015,0
570,G,2016,0
571,G,2017,0
572,G,2018,0
573,G,2019,0
574,G,2020,0
575,G,2021,0
576,G,2022,0
577,G,2023,0
578,HSY,2005,53
579,HSY,2007,53
580,HSY,2008,53
581,HSY,2009,53
582,HSY,2012,53
583,HSY,2013,53
584,HSY,2014,53
585,HSY,2015,53
586,HSY,2018,53
587,HSY,2019,53
588,HSY,2020,53
589,KR,2007,53
590,KR,2008,53
591,KR,2009,53
592,KR,2012,53
593,KR,2013,53
594,KR,2014,53
595,KR,2015,53
596,KR,2018,53
597,KR,2019,53
598,KR,2020,53
599,GDI,2005,0
600,GDI,2006,0
601,GDI,2007,0
602,GDI,2008,0
603,GDI,2009,0
604,GDI,2010,0
605,GDI,2011,0
606,GDI,2012,0
607,GDI,2013,0
608,GDI,2014,0
609,GDI,2015,0
610,GDI,2016,0
611,GDI,2017,34
612,GDI,2018,53
613,GDI,2019,53
614,GDI,2020,9
615,GDI,2021,0
616,GDI,2022,0
617,GDI,2023,0
618,CVS,2007,54
619,CVS,2008,53
620,CVS,2009,53
621,CVS,2012,53
622,CVS,2013,53
623,CVS,2014,54
624,CVS,2015,53
625,CVS,2018,53
626,CVS,2019,53
627,CVS,2020,53
628,GIS,2007,53
629,GIS,2008,53
630,GIS,2009,53
631,GIS,2012,53
632,GIS,2013,53
633,GIS,2014,53
634,GIS,2015,53
635,GIS,2018,53
636,GIS,2019,53
637,GIS,2020,53
638,MHP,2007,53
639,MHP,2008,53
640,MHP,2009,53
641,MHP,2012,53
642,MHP,2013,21
643,MHP,2014,0
644,MHP,2015,0
645,MHP,2016,0
646,MHP,2017,0
647,MHP,2018,0
648,MHP,2019,0
649,MHP,2020,0
650,MHP,2021,0
651,MHP,2022,0
652,MHP,2023,0
653,MHFI,2005,0
654,MHFI,2006,0
655,MHFI,2007,0
656,MHFI,2008,0
657,MHFI,2009,0
658,MHFI,2010,0
659,MHFI,2011,0
660,MHFI,2012,0
661,MHFI,2013,34
662,MHFI,2014,53
663,MHFI,2015,53
664,MHFI,2016,17
665,MHFI,2017,0
666,MHFI,2018,0
667,MHFI,2019,0
668,MHFI,2020,0
669,MHFI,2021,0
670,MHFI,2022,0
671,MHFI,2023,0
672,SPGI,2005,0
673,SPGI,2006,0
674,SPGI,2007,0
675,SPGI,2008,0
676,SPGI,2009,0
677,SPGI,2010,0
678,SPGI,2011,0
679,SPGI,2012,0
680,SPGI,2013,0
681,SPGI,2014,0
682,SPGI,2015,0
683,SPGI,2016,36
684,SPGI,2018,53
685,SPGI,2019,53
686,SPGI,2020,53
687,KMB,2007,53
688,KMB,2008,53
689,KMB,2009,53
690,KMB,2012,53
691,KMB,2013,53
692,KMB,2014,53
693,KMB,2015,53
694,KMB,2018,53
695,KMB,2019,53
696,KMB,2020,53
697,UTX,2007,53
698,UTX,2008,53
699,UTX,2009,53
700,UTX,2012,53
701,UTX,2013,53
702,UTX,2014,53
703,UTX,2015,53
704,UTX,2018,53
705,UTX,2019,53
706,UTX,2020,14
707,UTX,2021,0
708,UTX,2022,0
709,UTX,2023,0
710,RTX,2005,0
711,RTX,2006,0
712,RTX,2007,0
713,RTX,2008,0
714,RTX,2009,0
715,RTX,2010,0
716,RTX,2011,0
717,RTX,2012,0
718,RTX,2013,0
719,RTX,2014,0
720,RTX,2015,0
721,RTX,2016,0
722,RTX,2017,0
723,RTX,2018,0
724,RTX,2019,0
725,RTX,2020,40
726,RTX,2023,53
727,PG,2007,53
728,PG,2008,53
729,PG,2009,53
730,PG,2012,53
731,PG,2013,53
732,PG,2014,53
733,PG,2015,53
734,PG,2018,53
735,PG,2019,53
736,PG,2020,53
737,SO,2007,53
738,SO,2008,53
739,SO,2009,53
740,SO,2012,53
741,SO,2013,53
742,SO,2014,53
743,SO,2015,53
744,SO,2018,53
745,SO,2019,53
746,SO,2020,53
747,ALC,2005,0
748,ALC,2006,8
749,ALC,2007,53
750,ALC,2008,53
751,ALC,2009,53
752,ALC,2012,53
753,ALC,2013,28
754,ALC,2014,0
755,ALC,2015,0
756,ALC,2016,0
757,ALC,2017,0
758,ALC,2018,0
759,ALC,2019,39
760,ALC,2020,53
761,CAT,2007,53
762,CAT,2008,53
763,CAT,2009,53
764,CAT,2012,53
765,CAT,2013,53
766,CAT,2014,53
767,CAT,2015,53
768,CAT,2018,53
769,CAT,2019,53
770,CAT,2020,53
771,CL,2007,53
772,CL,2008,53
773,CL,2009,53
774,CL,2012,53
775,CL,2013,53
776,CL,2014,53
777,CL,2015,53
778,CL,2018,53
779,CL,2019,53
780,CL,2020,53
781,DE,2007,53
782,DE,2008,53
783,DE,2009,53
784,DE,2012,53
785,DE,2013,53
786,DE,2014,53
787,DE,2015,53
788,DE,2018,53
789,DE,2019,53
790,DE,2020,53
791,BMY,2007,53
792,BMY,2008,53
793,BMY,2009,53
794,BMY,2012,53
795,BMY,2013,53
796,BMY,2014,53
797,BMY,2015,53
798,BMY,2018,53
799,BMY,2019,53
800,BMY,2020,53
801,BA,2007,53
802,BA,2008,53
803,BA,2009,53
804,BA,2012,53
805,BA,2013,53
806,BA,2014,53
807,BA,2015,53
808,BA,2018,53
809,BA,2019,53
810,BA,2020,53
811,ABT,2007,53
812,ABT,2008,53
813,ABT,2009,53
814,ABT,2012,53
815,ABT,2013,53
816,ABT,2014,53
817,ABT,2015,53
818,ABT,2018,53
819,ABT,2019,53
820,ABT,2020,53
821,FERG,2005,0
822,FERG,2006,0
823,FERG,2007,0
824,FERG,2008,0
825,FERG,2009,0
826,FERG,2010,0
827,FERG,2011,0
828,FERG,2012,0
829,FERG,2013,0
830,FERG,2014,0
831,FERG,2015,0
832,FERG,2016,0
833,FERG,2017,0
834,FERG,2018,0
835,FERG,2019,0
836,FERG,2020,0
837,FERG,2021,43
838,CGAU,2005,0
839,CGAU,2006,0
840,CGAU,2007,0
841,CGAU,2008,0
842,CGAU,2009,0
843,CGAU,2010,0
844,CGAU,2011,0
845,CGAU,2012,0
846,CGAU,2013,0
847,CGAU,2014,0
848,CGAU,2015,0
849,CGAU,2016,0
850,CGAU,2017,0
851,CGAU,2018,0
852,CGAU,2019,0
853,CGAU,2020,0
854,CGAU,2021,38
855,LMT,2007,53
856,LMT,2008,53
857,LMT,2009,53
858,LMT,2012,53
859,LMT,2013,53
860,LMT,2014,53
861,LMT,2015,53
862,LMT,2018,53
863,LMT,2019,53
864,LMT,2020,53
865,NEM,2007,53
866,NEM,2008,53
867,NEM,2009,53
868,NEM,2012,53
869,NEM,2013,53
870,NEM,2014,53
871,NEM,2015,53
872,NEM,2018,53
873,NEM,2019,54
874,NEM,2020,54
875,EXC,2007,53
876,EXC,2008,53
877,EXC,2009,53
878,EXC,2012,53
879,EXC,2013,53
880,EXC,2014,53
881,EXC,2015,53
882,EXC,2018,53
883,EXC,2019,53
884,EXC,2020,53
885,PFE,2007,53
886,PFE,2008,53
887,PFE,2009,53
888,PFE,2012,53
889,PFE,2013,53
890,PFE,2014,53
891,PFE,2015,53
892,PFE,2018,53
893,PFE,2019,53
894,PFE,2020,53
895,EMR,2007,53
896,EMR,2008,53
897,EMR,2009,53
898,EMR,2012,53
899,EMR,2013,53
900,EMR,2014,53
901,EMR,2015,53
902,EMR,2018,53
903,EMR,2019,53
904,EMR,2020,53
905,JNJ,2007,53
906,JNJ,2008,53
907,JNJ,2009,53
908,JNJ,2012,53
909,JNJ,2013,53
910,JNJ,2014,53
911,JNJ,2015,53
912,JNJ,2018,53
913,JNJ,2019,53
914,JNJ,2020,53
915,FWRG,2005,0
916,FWRG,2006,0
917,FWRG,2007,0
918,FWRG,2008,0
919,FWRG,2009,0
920,FWRG,2010,0
921,FWRG,2011,0
922,FWRG,2012,0
923,FWRG,2013,0
924,FWRG,2014,0
925,FWRG,2015,0
926,FWRG,2016,0
927,FWRG,2017,0
928,FWRG,2018,0
929,FWRG,2019,0
930,FWRG,2020,0
931,FWRG,2021,14
932,PPG,2007,53
933,PPG,2008,53
934,PPG,2009,53
935,PPG,2012,53
936,PPG,2013,53
937,PPG,2014,53
938,PPG,2015,53
939,PPG,2018,53
940,PPG,2019,53
941,PPG,2020,53
942,MMM,2007,53
943,MMM,2008,53
944,MMM,2009,53
945,MMM,2012,53
946,MMM,2013,53
947,MMM,2014,53
948,MMM,2015,53
949,MMM,2018,53
950,MMM,2019,53
951,MMM,2020,53
952,MRK,2007,53
953,MRK,2008,53
954,MRK,2009,54
955,MRK,2012,53
956,MRK,2013,53
957,MRK,2014,53
958,MRK,2015,53
959,MRK,2018,53
960,MRK,2019,53
961,MRK,2020,53
962,WDS,2005,0
963,WDS,2006,0
964,WDS,2007,0
965,WDS,2008,0
966,WDS,2009,0
967,WDS,2010,0
968,WDS,2011,0
969,WDS,2012,0
970,WDS,2013,0
971,WDS,2014,0
972,WDS,2015,0
973,WDS,2016,0
974,WDS,2017,0
975,WDS,2018,0
976,WDS,2019,0
977,WDS,2020,0
978,WDS,2021,0
979,WDS,2022,31
980,CTAS,2007,53
981,CTAS,2008,53
982,CTAS,2009,53
983,CTAS,2012,53
984,CTAS,2013,53
985,CTAS,2014,53
986,CTAS,2015,53
987,CTAS,2018,53
988,CTAS,2019,53
989,CTAS,2020,53
990,HAL,2007,53
991,HAL,2008,53
992,HAL,2009,53
993,HAL,2012,53
994,HAL,2013,53
995,HAL,2014,53
996,HAL,2015,53
997,HAL,2018,53
998,HAL,2019,53
999,HAL,2020,53
1000,XEL,2007,53
1001,XEL,2008,53
1002,XEL,2009,53
1003,XEL,2012,53
1004,XEL,2013,53
1005,XEL,2014,53
1006,XEL,2015,53
1007,XEL,2018,53
1008,XEL,2019,53
1009,XEL,2020,53
1010,DBD,2007,53
1011,DBD,2008,53
1012,DBD,2009,53
1013,DBD,2012,53
1014,DBD,2013,53
1015,DBD,2014,53
1016,DBD,2015,53
1017,DBD,2018,53
1018,DBD,2019,53
1019,DBD,2020,53
1020,DBD,2023,41
1021,AEP,2007,53
1022,AEP,2008,53
1023,AEP,2009,53
1024,AEP,2012,53
1025,AEP,2013,53
1026,AEP,2014,53
1027,AEP,2015,53
1028,AEP,2018,53
1029,AEP,2019,53
1030,AEP,2020,53
1031,FPL,2007,53
1032,FPL,2008,53
1033,FPL,2009,53
1034,FPL,2010,26
1035,FPL,2011,0
1036,FPL,2012,0
1037,FPL,2013,0
1038,FPL,2014,0
1039,FPL,2015,0
1040,FPL,2016,0
1041,FPL,2017,0
1042,FPL,2018,0
1043,FPL,2019,0
1044,FPL,2020,0
1045,FPL,2021,0
1046,FPL,2022,0
1047,FPL,2023,0
1048,NEE,2005,0
1049,NEE,2006,0
1050,NEE,2007,0
1051,NEE,2008,0
1052,NEE,2009,0
1053,NEE,2010,28
1054,NEE,2012,53
1055,NEE,2013,53
1056,NEE,2014,53
1057,NEE,2015,53
1058,NEE,2018,53
1059,NEE,2019,53
1060,NEE,2020,53
1061,NOC,2007,53
1062,NOC,2008,53
1063,NOC,2009,53
1064,NOC,2012,53
1065,NOC,2013,53
1066,NOC,2014,53
1067,NOC,2015,53
1068,NOC,2018,53
1069,NOC,2019,53
1070,NOC,2020,53
1071,OKE,2007,53
1072,OKE,2008,53
1073,OKE,2009,53
1074,OKE,2012,53
1075,OKE,2013,53
1076,OKE,2014,53
1077,OKE,2015,53
1078,OKE,2018,53
1079,OKE,2019,53
1080,OKE,2020,53
1081,F,2007,53
1082,F,2008,53
1083,F,2009,53
1084,F,2012,53
1085,F,2013,53
1086,F,2014,53
1087,F,2015,53
1088,F,2018,53
1089,F,2019,53
1090,F,2020,53
1091,DIS,2007,53
1092,DIS,2008,53
1093,DIS,2009,53
1094,DIS,2012,53
1095,DIS,2013,53
1096,DIS,2014,53
1097,DIS,2015,53
1098,DIS,2018,53
1099,DIS,2019,53
1100,DIS,2020,53
1101,SNS,2007,53
1102,SNS,2008,53
1103,SNS,2009,53
1104,SNS,2010,14
1105,SNS,2011,0
1106,SNS,2012,0
1107,SNS,2013,0
1108,SNS,2014,0
1109,SNS,2015,0
1110,SNS,2016,0
1111,SNS,2017,0
1112,SNS,2018,0
1113,SNS,2019,0
1114,SNS,2020,0
1115,SNS,2021,0
1116,SNS,2022,0
1117,SNS,2023,0
1118,BH,2005,0
1119,BH,2006,0
1120,BH,2007,0
1121,BH,2008,0
1122,BH,2009,0
1123,BH,2010,39
1124,BH,2012,53
1125,BH,2013,53
1126,BH,2014,53
1127,BH,2015,53
1128,BH,2018,53
1129,BH,2019,53
1130,BH,2020,53
1131,CBRL,2007,53
1132,CBRL,2008,54
1133,CBRL,2009,53
1134,CBRL,2012,53
1135,CBRL,2013,53
1136,CBRL,2014,53
1137,CBRL,2015,53
1138,CBRL,2018,53
1139,CBRL,2019,53
1140,CBRL,2020,53
1141,UL,2007,53
1142,UL,2008,53
1143,UL,2009,53
1144,UL,2012,53
1145,UL,2013,53
1146,UL,2014,53
1147,UL,2015,53
1148,UL,2018,53
1149,UL,2019,53
1150,UL,2020,53
1151,AHC,2006,19
1152,AHC,2007,0
1153,AHC,2008,0
1154,AHC,2009,0
1155,AHC,2010,0
1156,AHC,2011,0
1157,AHC,2012,0
1158,AHC,2013,0
1159,AHC,2014,0
1160,AHC,2015,0
1161,AHC,2016,0
1162,AHC,2017,0
1163,AHC,2018,0
1164,AHC,2019,0
1165,AHC,2020,0
1166,AHC,2021,0
1167,AHC,2022,0
1168,AHC,2023,0
1169,HES,2005,0
1170,HES,2006,34
1171,HES,2007,53
1172,HES,2008,53
1173,HES,2009,53
1174,HES,2012,53
1175,HES,2013,53
1176,HES,2014,53
1177,HES,2015,53
1178,HES,2018,53
1179,HES,2019,53
1180,HES,2020,53
1181,CTS,2007,53
1182,CTS,2008,53
1183,CTS,2009,53
1184,CTS,2012,53
1185,CTS,2013,53
1186,CTS,2014,53
1187,CTS,2015,53
1188,CTS,2018,53
1189,CTS,2019,53
1190,CTS,2020,53
1191,BI,2007,53
1192,BI,2008,17
1193,BI,2009,0
1194,BI,2010,0
1195,BI,2011,0
1196,BI,2012,0
1197,BI,2013,0
1198,BI,2014,0
1199,BI,2015,0
1200,BI,2016,0
1201,BI,2017,0
1202,BI,2018,0
1203,BI,2019,0
1204,BI,2020,0
1205,BI,2021,0
1206,BI,2022,0
1207,BI,2023,0
1208,BCE,2007,53
1209,BCE,2008,53
1210,BCE,2009,53
1211,BCE,2012,53
1212,BCE,2013,53
1213,BCE,2014,53
1214,BCE,2015,53
1215,BCE,2018,53
1216,BCE,2019,53
1217,BCE,2020,53
1218,BP,2007,53
1219,BP,2008,53
1220,BP,2009,53
1221,BP,2012,53
1222,BP,2013,53
1223,BP,2014,53
1224,BP,2015,53
1225,BP,2018,53
1226,BP,2019,53
1227,BP,2020,53
1228,DG,2007,28
1229,DG,2008,0
1230,DG,2009,8
1231,DG,2012,53
1232,DG,2013,53
1233,DG,2014,53
1234,DG,2015,53
1235,DG,2018,53
1236,DG,2019,53
1237,DG,2020,53
1238,IMO,2007,53
1239,IMO,2008,53
1240,IMO,2009,53
1241,IMO,2012,53
1242,IMO,2013,53
1243,IMO,2014,53
1244,IMO,2015,53
1245,IMO,2018,53
1246,IMO,2019,53
1247,IMO,2020,53
1248,MXM,2007,53
1249,MXM,2008,53
1250,MXM,2010,0
1251,MXM,2011,0
1252,MXM,2012,0
1253,MXM,2013,0
1254,MXM,2014,0
1255,MXM,2015,0
1256,MXM,2016,0
1257,MXM,2017,0
1258,MXM,2018,0
1259,MXM,2019,0
1260,MXM,2020,0
1261,MXM,2021,0
1262,MXM,2022,0
1263,MXM,2023,0
1264,NUE,2007,53
1265,NUE,2008,53
1266,NUE,2009,53
1267,NUE,2012,53
1268,NUE,2013,53
1269,NUE,2014,53
1270,NUE,2015,53
1271,NUE,2018,53
1272,NUE,2019,53
1273,NUE,2020,53
1274,OXM,2007,53
1275,OXM,2008,53
1276,OXM,2009,53
1277,OXM,2012,53
1278,OXM,2013,53
1279,OXM,2014,53
1280,OXM,2015,53
1281,OXM,2018,53
1282,OXM,2019,53
1283,OXM,2020,53
1284,TRMK,2007,53
1285,TRMK,2008,53
1286,TRMK,2009,53
1287,TRMK,2012,53
1288,TRMK,2013,53
1289,TRMK,2014,53
1290,TRMK,2015,53
1291,TRMK,2018,53
1292,TRMK,2019,53
1293,TRMK,2020,53
1294,SHW,2007,53
1295,SHW,2008,53
1296,SHW,2009,53
1297,SHW,2012,53
1298,SHW,2013,53
1299,SHW,2014,53
1300,SHW,2015,53
1301,SHW,2018,53
1302,SHW,2019,53
1303,SHW,2020,53
1304,WMB,2007,53
1305,WMB,2008,53
1306,WMB,2009,53
1307,WMB,2012,53
1308,WMB,2013,53
1309,WMB,2014,53
1310,WMB,2015,53
1311,WMB,2018,53
1312,WMB,2019,53
1313,WMB,2020,53
1314,WFC,2007,53
1315,WFC,2008,53
1316,WFC,2009,53
1317,WFC,2012,53
1318,WFC,2013,53
1319,WFC,2014,53
1320,WFC,2015,53
1321,WFC,2018,53
1322,WFC,2019,53
1323,WFC,2020,53
1324,BDX,2007,53
1325,BDX,2008,53
1326,BDX,2009,53
1327,BDX,2012,53
1328,BDX,2013,53
1329,BDX,2014,53
1330,BDX,2015,53
1331,BDX,2018,53
1332,BDX,2019,53
1333,BDX,2020,53
1334,TJX,2007,53
1335,TJX,2008,53
1336,TJX,2009,53
1337,TJX,2012,53
1338,TJX,2013,53
1339,TJX,2014,53
1340,TJX,2015,53
1341,TJX,2018,53
1342,TJX,2019,53
1343,TJX,2020,53
1344,CMI,2007,53
1345,CMI,2008,53
1346,CMI,2009,53
1347,CMI,2012,53
1348,CMI,2013,53
1349,CMI,2014,53
1350,CMI,2015,53
1351,CMI,2018,53
1352,CMI,2019,53
1353,CMI,2020,53
1354,HWKN,2007,53
1355,HWKN,2008,53
1356,HWKN,2009,53
1357,HWKN,2012,53
1358,HWKN,2013,53
1359,HWKN,2014,53
1360,HWKN,2015,53
1361,HWKN,2018,53
1362,HWKN,2019,53
1363,HWKN,2020,53
1364,PH,2007,53
1365,PH,2008,53
1366,PH,2009,53
1367,PH,2012,53
1368,PH,2013,53
1369,PH,2014,53
1370,PH,2015,53
1371,PH,2018,53
1372,PH,2019,53
1373,PH,2020,53
1374,NX,2007,53
1375,NX,2008,54
1376,NX,2009,53
1377,NX,2012,53
1378,NX,2013,53
1379,NX,2014,53
1380,NX,2015,53
1381,NX,2018,53
